hotelId,groupingKey
66df99a5-5c15-41b8-bba6-f9f727ffa9e1,cetus-639297cb44e81960bed2df627e0009b7368a3d2de2d0ef7d40d3a4146cc398aa
81695366-5302-4f56-aa99-a9f0a5269615,cetus-422500b2b3dab674a130cecfeba783b43cba0025b639b5547fa4042730c80e5a
87cda2b4-d6f4-4f96-9d2e-9e794d79d855,cetus-48f3d9bf4d912dbc65e2e2ec8b5941224f9b28ee3c382884fcdf654320b86878
ba511218-e817-42fa-b687-ef7ddac43feb,cetus-e2d95c8ce5f3f2ce4bb50d1228f15deb26db8766b85e1d29a2f9d14123851e07
859f321d-1735-4fec-9dd8-d080d2058f9b,d9dd3d53c1f28f50d04ae92348110ae265629fbc
f301e6cb-e938-46e9-bb01-24d12b3dfe54,cetus-998eb0406ef2b3c2f9867e629962c34f27f0cff53287c33c685b2a1ad1bc8664
51040f8f-7cbb-42ba-b3f6-d964161e1321,a1cfdab6d185baae51cec5af2cb12e64a1789e67
37cdf038-0014-4fd1-a48a-2cde096ce915,cetus-99c68aa1a732eb89b7659419dd9ad60d1aaa54c6d910a8b79dabe73d7cd8ddde
ed3e8e5e-47ea-4bd9-b021-0e527ef68a44,92ac6290e7fd4e265d91957b4a6d8a75f9edf00b
34adf4d6-c747-43e4-ad2a-915c6299a6ba,70b322f2a6e509d76ef92e9690923791a4ed45b0
3cd417a1-e97e-41f3-ae8a-00f79efab4c0,8d0ced72c1719fc4519d73292d2c25b508d6986b
3cd417a1-e97e-41f3-ae8a-00f79efab4c0,0e8f6a241288d294f4a2c48e534b72cb792170b0
0a0d6f45-89bd-4a13-8d39-7a995acc2d76,2c1d41052cfd0b104cf6237bdf7ec174b7b6a18f
03289b10-d6dc-481b-a7da-98e74af75fcf,cetus-da29d25688786dd02e8eb01caa018ad50e301c6d215144b8be2828e6a49c0037
8c918295-b39b-4109-a1dd-098b048cd161,8c720a3fdce3017e4ae79775091971bfbbc19f73
bcbc6d7e-4a71-4bef-8a58-6ae76c158c1b,22b9c9305907cd5c5f1f6ddf22537f565fe81962
122705e0-c095-4e0f-bae7-b7705d76ba9a,6b6200eb3831d4aaa335fd08f76d05c6556cc42b
d0439e21-e5b9-4077-b65b-23498f2bf2c8,e5047231937e0504a74dfc9bbf630a300452686b
4ee137aa-a33f-4363-b5a4-5928e112ce58,24d24151976effac5dcdedc94ad0864e76e0f8b2
4b47af2e-c01f-4c2a-a4a4-89a7d44c9d94,c055eb194b918936d599086ead8d55ebfee37386
027ac9cb-1894-4d7d-82df-67a5252ce6d2,54ce569fbe469f75d42f014075680ccd34b39732
fc603fb0-7801-4d95-8117-23b1cf940cdf,cetus-4345373c96d0e56a8e841805d9193a7999dd4382f77c9b8939ad5091db70f243
